Date,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Hour,Seasons,Rented Bike Count
29/08/2018,25.8,79,2.7,1963,0.3,0.0,0.0,No Holiday,9,Summer,867
29/08/2018,26.4,78,2.7,2000,0.44,0.0,0.0,No Holiday,10,Summer,642
29/08/2018,26.9,74,3.2,2000,0.45,0.0,0.0,No Holiday,11,Summer,671
29/08/2018,27.4,72,4.2,1989,0.54,0.0,0.0,No Holiday,12,Summer,648
29/08/2018,27.1,75,3.7,1972,0.28,0.0,0.0,No Holiday,13,Summer,540
29/08/2018,26.8,77,3.5,1965,0.11,0.0,0.0,No Holiday,14,Summer,490
29/08/2018,26.9,77,2.5,1937,0.26,0.0,0.0,No Holiday,15,Summer,583
29/08/2018,27.0,76,3.8,1875,0.21,0.0,0.0,No Holiday,16,Summer,193
29/08/2018,24.6,93,0.9,1451,0.0,1.5,0.0,No Holiday,17,Summer,160
29/08/2018,23.9,96,0.2,991,0.0,1.5,0.0,No Holiday,18,Summer,57
29/08/2018,23.5,97,0.3,323,0.0,6.5,0.0,No Holiday,19,Summer,24
29/08/2018,23.4,98,0.6,70,0.0,21.0,0.0,No Holiday,20,Summer,19
29/08/2018,23.7,98,0.6,410,0.0,5.5,0.0,No Holiday,21,Summer,22
29/08/2018,24.3,97,2.1,1028,0.0,4.5,0.0,No Holiday,22,Summer,74
29/08/2018,24.2,94,0.9,1808,0.0,1.0,0.0,No Holiday,23,Summer,198
30/08/2018,24.7,94,2.8,1270,0.0,0.0,0.0,No Holiday,0,Summer,214
30/08/2018,24.9,92,2.2,1125,0.0,0.5,0.0,No Holiday,1,Summer,99
30/08/2018,24.7,96,1.0,337,0.0,6.5,0.0,No Holiday,2,Summer,80
30/08/2018,24.1,97,2.5,1989,0.0,1.5,0.0,No Holiday,3,Summer,81
30/08/2018,23.9,96,0.4,1797,0.0,0.0,0.0,No Holiday,4,Summer,42
30/08/2018,24.0,97,0.9,1347,0.0,0.5,0.0,No Holiday,5,Summer,73
30/08/2018,24.2,96,1.6,1206,0.0,0.0,0.0,No Holiday,6,Summer,285
30/08/2018,24.3,96,1.4,1025,0.04,0.0,0.0,No Holiday,7,Summer,771
30/08/2018,24.6,96,1.0,883,0.19,0.0,0.0,No Holiday,8,Summer,1330
30/08/2018,25.0,92,1.1,782,0.39,0.0,0.0,No Holiday,9,Summer,846
30/08/2018,26.1,81,1.5,860,1.05,0.0,0.0,No Holiday,10,Summer,589
30/08/2018,26.2,82,2.6,834,0.59,0.0,0.0,No Holiday,11,Summer,716
30/08/2018,27.0,74,2.5,915,0.94,0.0,0.0,No Holiday,12,Summer,768
30/08/2018,28.2,66,2.2,1006,1.81,0.0,0.0,No Holiday,13,Summer,865
30/08/2018,27.5,66,2.8,989,0.76,0.0,0.0,No Holiday,14,Summer,837
30/08/2018,27.2,69,3.5,963,0.95,0.0,0.0,No Holiday,15,Summer,982
30/08/2018,27.6,68,2.1,1038,1.46,0.0,0.0,No Holiday,16,Summer,1142
30/08/2018,26.8,73,2.6,916,0.37,0.0,0.0,No Holiday,17,Summer,1473
30/08/2018,26.1,72,2.4,1066,0.19,0.0,0.0,No Holiday,18,Summer,1887
30/08/2018,25.1,74,2.1,1105,0.0,0.5,0.0,No Holiday,19,Summer,1707
30/08/2018,24.9,70,1.2,1377,0.0,0.0,0.0,No Holiday,20,Summer,1685
30/08/2018,24.8,72,1.4,1298,0.0,0.0,0.0,No Holiday,21,Summer,1732
30/08/2018,24.6,71,1.5,1319,0.0,0.0,0.0,No Holiday,22,Summer,1582
30/08/2018,24.3,71,0.8,1549,0.0,0.0,0.0,No Holiday,23,Summer,1173
31/08/2018,23.9,75,1.7,1192,0.0,0.0,0.0,No Holiday,0,Summer,861
31/08/2018,23.7,77,1.1,1099,0.0,0.0,0.0,No Holiday,1,Summer,652
31/08/2018,23.4,79,0.4,1045,0.0,0.0,0.0,No Holiday,2,Summer,381
31/08/2018,23.3,81,1.7,1068,0.0,0.0,0.0,No Holiday,3,Summer,297
31/08/2018,23.2,83,1.6,1102,0.0,0.0,0.0,No Holiday,4,Summer,170
31/08/2018,23.1,84,0.5,1022,0.0,0.0,0.0,No Holiday,5,Summer,217
31/08/2018,22.9,83,0.0,1239,0.0,0.0,0.0,No Holiday,6,Summer,436
31/08/2018,22.9,83,0.6,1127,0.01,0.0,0.0,No Holiday,7,Summer,828
31/08/2018,23.1,80,0.2,1066,0.27,0.1,0.0,No Holiday,8,Summer,1686
31/08/2018,24.1,69,0.9,1662,0.76,0.0,0.0,No Holiday,9,Summer,1049
31/08/2018,25.5,53,2.3,1843,1.81,0.0,0.0,No Holiday,10,Summer,794
31/08/2018,26.7,51,2.7,1925,2.65,0.0,0.0,No Holiday,11,Summer,868
31/08/2018,27.8,47,2.9,1905,2.99,0.0,0.0,No Holiday,12,Summer,982
31/08/2018,28.7,46,2.6,1815,3.1,0.0,0.0,No Holiday,13,Summer,965
31/08/2018,29.3,41,1.9,1928,3.0,0.0,0.0,No Holiday,14,Summer,987
31/08/2018,30.3,41,2.5,1864,2.72,0.0,0.0,No Holiday,15,Summer,1119
31/08/2018,29.7,51,3.0,2000,2.27,0.0,0.0,No Holiday,16,Summer,1404
31/08/2018,29.1,49,2.8,1969,1.57,0.0,0.0,No Holiday,17,Summer,1869
31/08/2018,28.4,57,2.4,2000,0.84,0.0,0.0,No Holiday,18,Summer,2836
31/08/2018,26.5,69,2.3,2000,0.18,0.0,0.0,No Holiday,19,Summer,2372
31/08/2018,25.4,74,1.6,2000,0.0,0.0,0.0,No Holiday,20,Summer,1995
31/08/2018,24.5,78,1.2,2000,0.0,0.0,0.0,No Holiday,21,Summer,1931
31/08/2018,24.1,80,0.9,1852,0.0,0.0,0.0,No Holiday,22,Summer,1789
31/08/2018,23.8,81,0.6,1893,0.0,0.0,0.0,No Holiday,23,Summer,1329
01/09/2018,23.2,83,0.5,1887,0.0,0.0,0.0,No Holiday,0,Autumn,1075
01/09/2018,22.7,83,0.1,1940,0.0,0.0,0.0,No Holiday,1,Autumn,975
01/09/2018,22.0,86,0.4,1703,0.0,0.0,0.0,No Holiday,2,Autumn,785
01/09/2018,21.6,87,0.3,1579,0.0,0.0,0.0,No Holiday,3,Autumn,514
01/09/2018,21.2,88,0.9,1183,0.0,0.0,0.0,No Holiday,4,Autumn,338
01/09/2018,21.1,87,0.6,1116,0.0,0.0,0.0,No Holiday,5,Autumn,260
01/09/2018,20.9,87,0.7,1198,0.0,0.0,0.0,No Holiday,6,Autumn,362
01/09/2018,21.1,81,1.0,1738,0.14,0.0,0.0,No Holiday,7,Autumn,511
01/09/2018,22.3,64,1.7,2000,0.75,0.0,0.0,No Holiday,8,Autumn,812
01/09/2018,24.1,56,2.1,1956,1.46,0.0,0.0,No Holiday,9,Autumn,925
01/09/2018,26.0,54,1.5,2000,2.13,0.0,0.0,No Holiday,10,Autumn,861
01/09/2018,27.6,47,1.2,2000,2.63,0.0,0.0,No Holiday,11,Autumn,981
01/09/2018,28.9,46,1.6,1966,2.96,0.0,0.0,No Holiday,12,Autumn,1086
01/09/2018,29.4,48,1.9,1942,2.88,0.0,0.0,No Holiday,13,Autumn,1303
01/09/2018,29.7,42,1.4,2000,2.37,0.0,0.0,No Holiday,14,Autumn,1371
01/09/2018,30.0,45,0.9,2000,2.1,0.0,0.0,No Holiday,15,Autumn,1480
01/09/2018,30.5,41,1.4,1930,1.95,0.0,0.0,No Holiday,16,Autumn,1678
01/09/2018,29.6,42,1.3,2000,0.98,0.0,0.0,No Holiday,17,Autumn,1845
01/09/2018,28.8,46,1.3,2000,0.58,0.0,0.0,No Holiday,18,Autumn,1892
01/09/2018,27.8,48,1.1,2000,0.08,0.0,0.0,No Holiday,19,Autumn,1891
01/09/2018,26.9,49,2.1,2000,0.0,0.0,0.0,No Holiday,20,Autumn,1440
01/09/2018,26.0,52,1.4,2000,0.0,0.0,0.0,No Holiday,21,Autumn,1110
01/09/2018,25.1,53,2.0,2000,0.0,0.0,0.0,No Holiday,22,Autumn,992
01/09/2018,24.4,54,1.6,2000,0.0,0.0,0.0,No Holiday,23,Autumn,1523
02/09/2018,23.5,56,1.5,2000,0.0,0.0,0.0,No Holiday,0,Autumn,1336
02/09/2018,22.8,59,1.5,2000,0.0,0.0,0.0,No Holiday,1,Autumn,930
02/09/2018,22.0,60,1.2,2000,0.0,0.0,0.0,No Holiday,2,Autumn,610
02/09/2018,21.5,61,1.3,2000,0.0,0.0,0.0,No Holiday,3,Autumn,440
02/09/2018,21.1,62,1.8,2000,0.0,0.0,0.0,No Holiday,4,Autumn,255
02/09/2018,20.6,65,1.1,2000,0.0,0.0,0.0,No Holiday,5,Autumn,179
02/09/2018,20.2,66,1.0,2000,0.0,0.0,0.0,No Holiday,6,Autumn,249
02/09/2018,20.2,65,1.4,2000,0.16,0.0,0.0,No Holiday,7,Autumn,388
02/09/2018,21.3,57,1.3,2000,0.81,0.0,0.0,No Holiday,8,Autumn,576
02/09/2018,23.4,52,1.3,1997,1.53,0.0,0.0,No Holiday,9,Autumn,721
02/09/2018,25.0,47,1.5,2000,2.17,0.0,0.0,No Holiday,10,Autumn,802
02/09/2018,26.5,44,1.4,1958,2.62,0.0,0.0,No Holiday,11,Autumn,940
02/09/2018,27.5,43,1.4,1959,2.75,0.0,0.0,No Holiday,12,Autumn,1075
02/09/2018,28.5,42,1.7,1990,2.94,0.0,0.0,No Holiday,13,Autumn,1254
02/09/2018,29.1,43,1.4,2000,2.39,0.0,0.0,No Holiday,14,Autumn,1395
02/09/2018,29.3,43,1.5,1958,2.4,0.0,0.0,No Holiday,15,Autumn,1550
02/09/2018,29.3,44,1.4,1997,1.32,0.0,0.0,No Holiday,16,Autumn,1853
02/09/2018,28.8,47,2.0,1998,1.0,0.0,0.0,No Holiday,17,Autumn,2069
02/09/2018,27.9,52,1.7,2000,0.2,0.0,0.0,No Holiday,18,Autumn,2118
02/09/2018,27.3,54,1.5,2000,0.05,0.0,0.0,No Holiday,19,Autumn,1986
02/09/2018,26.9,56,1.6,2000,0.0,0.0,0.0,No Holiday,20,Autumn,1838
02/09/2018,26.2,62,2.3,2000,0.0,0.0,0.0,No Holiday,21,Autumn,1759
02/09/2018,25.7,64,1.1,2000,0.0,0.0,0.0,No Holiday,22,Autumn,1511
02/09/2018,25.1,65,2.2,2000,0.0,0.0,0.0,No Holiday,23,Autumn,1047
03/09/2018,24.7,67,1.2,2000,0.0,0.0,0.0,No Holiday,0,Autumn,763
03/09/2018,24.5,68,0.5,2000,0.0,0.0,0.0,No Holiday,1,Autumn,524
03/09/2018,24.3,68,1.0,2000,0.0,0.0,0.0,No Holiday,2,Autumn,321
03/09/2018,24.2,70,0.3,2000,0.0,0.0,0.0,No Holiday,3,Autumn,211
03/09/2018,24.0,70,1.2,2000,0.0,0.0,0.0,No Holiday,4,Autumn,153
03/09/2018,23.9,70,1.5,2000,0.0,0.0,0.0,No Holiday,5,Autumn,264
03/09/2018,23.8,71,1.2,2000,0.0,0.0,0.0,No Holiday,6,Autumn,656
03/09/2018,23.9,71,0.4,2000,0.02,0.0,0.0,No Holiday,7,Autumn,1287
03/09/2018,24.2,70,1.4,2000,0.16,0.0,0.0,No Holiday,8,Autumn,1580
03/09/2018,23.6,86,1.2,336,0.14,2.0,0.0,No Holiday,9,Autumn,719
03/09/2018,23.3,89,0.7,1716,0.2,0.5,0.0,No Holiday,10,Autumn,434
03/09/2018,23.7,86,0.6,1798,0.31,0.0,0.0,No Holiday,11,Autumn,443
03/09/2018,23.9,83,1.1,1901,0.27,0.0,0.0,No Holiday,12,Autumn,673
03/09/2018,24.9,78,1.5,1910,0.72,0.0,0.0,No Holiday,13,Autumn,731
03/09/2018,25.6,77,0.8,1930,0.78,0.0,0.0,No Holiday,14,Autumn,532
03/09/2018,25.7,81,0.7,1825,0.43,0.0,0.0,No Holiday,15,Autumn,137
03/09/2018,25.5,91,1.3,403,0.23,3.5,0.0,No Holiday,16,Autumn,39
03/09/2018,22.7,96,4.9,452,0.07,13.0,0.0,No Holiday,17,Autumn,23
03/09/2018,21.9,97,1.8,757,0.02,13.0,0.0,No Holiday,18,Autumn,113
03/09/2018,21.7,97,0.2,1154,0.01,1.0,0.0,No Holiday,19,Autumn,73
03/09/2018,21.5,97,0.3,2000,0.0,0.5,0.0,No Holiday,20,Autumn,151
03/09/2018,21.6,97,0.5,646,0.0,0.5,0.0,No Holiday,21,Autumn,110
03/09/2018,21.7,97,0.4,440,0.0,0.5,0.0,No Holiday,22,Autumn,379
03/09/2018,21.7,97,0.8,838,0.0,0.0,0.0,No Holiday,23,Autumn,486
04/09/2018,21.4,97,0.1,404,0.0,0.0,0.0,No Holiday,0,Autumn,500
04/09/2018,21.3,97,1.1,570,0.0,0.0,0.0,No Holiday,1,Autumn,486
04/09/2018,20.9,96,0.4,970,0.0,0.0,0.0,No Holiday,2,Autumn,324
04/09/2018,20.6,97,0.2,500,0.0,0.0,0.0,No Holiday,3,Autumn,223
04/09/2018,20.4,97,2.7,704,0.0,0.0,0.0,No Holiday,4,Autumn,186
04/09/2018,20.2,97,1.2,528,0.0,0.0,0.0,No Holiday,5,Autumn,219
04/09/2018,20.0,97,0.0,647,0.0,0.0,0.0,No Holiday,6,Autumn,602
04/09/2018,20.1,97,1.9,443,0.03,0.0,0.0,No Holiday,7,Autumn,1289
04/09/2018,20.5,90,1.9,490,0.53,0.0,0.0,No Holiday,8,Autumn,2059
04/09/2018,21.6,81,2.3,1669,1.2,0.0,0.0,No Holiday,9,Autumn,1083
04/09/2018,23.1,73,3.1,2000,2.24,0.0,0.0,No Holiday,10,Autumn,822
04/09/2018,24.5,64,2.7,2000,2.7,0.0,0.0,No Holiday,11,Autumn,940
04/09/2018,25.8,57,2.8,2000,3.02,0.0,0.0,No Holiday,12,Autumn,995
04/09/2018,26.5,58,2.8,2000,2.87,0.0,0.0,No Holiday,13,Autumn,997
04/09/2018,27.4,52,3.8,1998,2.67,0.0,0.0,No Holiday,14,Autumn,987
04/09/2018,26.7,51,3.4,2000,2.09,0.0,0.0,No Holiday,15,Autumn,1178
04/09/2018,27.1,47,4.3,2000,1.82,0.0,0.0,No Holiday,16,Autumn,1429
04/09/2018,27.6,47,3.3,2000,1.49,0.0,0.0,No Holiday,17,Autumn,1993
04/09/2018,26.8,53,2.6,2000,0.8,0.0,0.0,No Holiday,18,Autumn,3166
04/09/2018,25.1,49,3.1,2000,0.18,0.0,0.0,No Holiday,19,Autumn,2491
04/09/2018,23.7,49,3.3,2000,0.0,0.0,0.0,No Holiday,20,Autumn,2259
04/09/2018,22.9,55,3.0,2000,0.0,0.0,0.0,No Holiday,21,Autumn,2212
04/09/2018,22.2,58,1.5,2000,0.0,0.0,0.0,No Holiday,22,Autumn,1856
04/09/2018,21.7,60,0.5,2000,0.0,0.0,0.0,No Holiday,23,Autumn,1233
05/09/2018,21.1,64,1.5,2000,0.0,0.0,0.0,No Holiday,0,Autumn,983
05/09/2018,20.9,66,1.1,2000,0.0,0.0,0.0,No Holiday,1,Autumn,748
05/09/2018,20.6,72,0.9,2000,0.0,0.0,0.0,No Holiday,2,Autumn,493
05/09/2018,20.2,77,0.4,2000,0.0,0.0,0.0,No Holiday,3,Autumn,376
05/09/2018,19.9,81,0.2,2000,0.0,0.0,0.0,No Holiday,4,Autumn,220
05/09/2018,19.7,82,0.5,2000,0.0,0.0,0.0,No Holiday,5,Autumn,249
05/09/2018,19.8,82,0.5,2000,0.0,0.0,0.0,No Holiday,6,Autumn,676
05/09/2018,19.8,79,0.9,2000,0.13,0.0,0.0,No Holiday,7,Autumn,1487
05/09/2018,21.2,69,1.9,2000,0.74,0.0,0.0,No Holiday,8,Autumn,2312
05/09/2018,23.4,59,3.0,1974,1.46,0.0,0.0,No Holiday,9,Autumn,1195
05/09/2018,25.4,49,3.9,1996,2.13,0.0,0.0,No Holiday,10,Autumn,847
05/09/2018,26.4,47,2.9,2000,2.38,0.0,0.0,No Holiday,11,Autumn,937
05/09/2018,27.1,44,5.0,2000,2.8,0.0,0.0,No Holiday,12,Autumn,1072
05/09/2018,27.3,46,4.8,1983,2.92,0.0,0.0,No Holiday,13,Autumn,1039
05/09/2018,27.9,42,5.0,1914,2.79,0.0,0.0,No Holiday,14,Autumn,989
05/09/2018,28.1,43,5.1,1929,2.65,0.0,0.0,No Holiday,15,Autumn,1131
05/09/2018,28.2,37,4.0,1987,2.03,0.0,0.0,No Holiday,16,Autumn,1446
05/09/2018,27.7,40,5.0,2000,1.51,0.0,0.0,No Holiday,17,Autumn,2068
05/09/2018,27.0,45,2.4,2000,0.77,0.0,0.0,No Holiday,18,Autumn,3160
05/09/2018,25.4,55,3.2,2000,0.15,0.0,0.0,No Holiday,19,Autumn,2468
05/09/2018,24.5,64,2.0,2000,0.0,0.0,0.0,No Holiday,20,Autumn,2177
05/09/2018,23.9,75,2.3,1975,0.0,0.0,0.0,No Holiday,21,Autumn,2024
05/09/2018,23.6,82,1.8,1673,0.0,0.0,0.0,No Holiday,22,Autumn,1798
05/09/2018,23.0,83,1.8,1469,0.0,0.0,0.0,No Holiday,23,Autumn,1219
06/09/2018,22.5,83,0.5,1593,0.0,0.0,0.0,No Holiday,0,Autumn,963
06/09/2018,21.9,85,0.2,1410,0.0,0.0,0.0,No Holiday,1,Autumn,743
06/09/2018,21.6,86,0.2,1353,0.0,0.0,0.0,No Holiday,2,Autumn,531
06/09/2018,21.5,85,0.1,1282,0.0,0.0,0.0,No Holiday,3,Autumn,320
06/09/2018,21.6,87,0.4,951,0.0,0.0,0.0,No Holiday,4,Autumn,215
06/09/2018,21.7,87,0.6,846,0.0,0.0,0.0,No Holiday,5,Autumn,247
06/09/2018,21.4,84,0.8,1506,0.0,0.0,0.0,No Holiday,6,Autumn,680
06/09/2018,20.9,83,0.4,1388,0.09,0.0,0.0,No Holiday,7,Autumn,1438
06/09/2018,21.8,77,0.9,1419,0.43,0.0,0.0,No Holiday,8,Autumn,2270
06/09/2018,23.5,72,0.5,1485,0.95,0.0,0.0,No Holiday,9,Autumn,1186
06/09/2018,24.6,70,1.2,1454,0.96,0.0,0.0,No Holiday,10,Autumn,835
06/09/2018,25.9,63,2.5,1693,1.32,0.0,0.0,No Holiday,11,Autumn,941
06/09/2018,26.9,60,2.3,1592,1.67,0.0,0.0,No Holiday,12,Autumn,1041
06/09/2018,28.0,52,2.3,1642,1.85,0.0,0.0,No Holiday,13,Autumn,1049
06/09/2018,27.9,47,3.2,1869,1.65,0.0,0.0,No Holiday,14,Autumn,1032
06/09/2018,27.8,48,3.0,1880,0.93,0.0,0.0,No Holiday,15,Autumn,1089
06/09/2018,26.9,55,3.9,1909,0.54,0.0,0.0,No Holiday,16,Autumn,1292
06/09/2018,26.6,63,3.0,2000,0.43,0.0,0.0,No Holiday,17,Autumn,1525
06/09/2018,25.8,58,2.9,2000,0.16,0.0,0.0,No Holiday,18,Autumn,2497
06/09/2018,25.3,71,3.3,2000,0.05,0.0,0.0,No Holiday,19,Autumn,1990
06/09/2018,25.1,71,3.6,2000,0.0,0.0,0.0,No Holiday,20,Autumn,1900
06/09/2018,24.6,70,2.5,2000,0.0,0.0,0.0,No Holiday,21,Autumn,1851
06/09/2018,24.3,71,2.5,1992,0.0,0.0,0.0,No Holiday,22,Autumn,1641
06/09/2018,23.9,71,4.7,1982,0.0,0.0,0.0,No Holiday,23,Autumn,562
07/09/2018,21.3,82,3.5,1933,0.0,1.0,0.0,No Holiday,0,Autumn,556
07/09/2018,21.6,77,2.6,1777,0.0,0.0,0.0,No Holiday,1,Autumn,345
07/09/2018,21.3,76,2.2,1559,0.0,0.5,0.0,No Holiday,2,Autumn,259
07/09/2018,21.1,75,1.8,1551,0.0,0.0,0.0,No Holiday,3,Autumn,259
07/09/2018,20.8,66,1.5,1719,0.0,0.0,0.0,No Holiday,4,Autumn,185
07/09/2018,20.5,67,1.2,1649,0.0,0.0,0.0,No Holiday,5,Autumn,247
07/09/2018,20.2,70,1.6,1690,0.0,0.0,0.0,No Holiday,6,Autumn,624
07/09/2018,20.3,74,1.8,1372,0.07,0.0,0.0,No Holiday,7,Autumn,1346
07/09/2018,20.5,78,2.5,1250,0.32,0.0,0.0,No Holiday,8,Autumn,2260
07/09/2018,21.3,63,2.7,1969,1.15,0.0,0.0,No Holiday,9,Autumn,1194
07/09/2018,22.6,58,1.8,1962,2.02,0.0,0.0,No Holiday,10,Autumn,896
07/09/2018,23.8,51,3.5,1970,2.62,0.0,0.0,No Holiday,11,Autumn,988
07/09/2018,24.2,50,3.8,2000,2.85,0.0,0.0,No Holiday,12,Autumn,1213
07/09/2018,24.3,50,2.9,2000,2.37,0.0,0.0,No Holiday,13,Autumn,1119
07/09/2018,25.2,43,3.2,1981,2.59,0.0,0.0,No Holiday,14,Autumn,1187
07/09/2018,24.7,44,4.2,2000,1.92,0.0,0.0,No Holiday,15,Autumn,1391
07/09/2018,25.2,39,2.8,1987,1.65,0.0,0.0,No Holiday,16,Autumn,1577
07/09/2018,24.5,37,3.2,2000,1.04,0.0,0.0,No Holiday,17,Autumn,2183
07/09/2018,24.4,34,2.4,2000,0.84,0.0,0.0,No Holiday,18,Autumn,3154
07/09/2018,22.6,39,2.8,2000,0.14,0.0,0.0,No Holiday,19,Autumn,2365
07/09/2018,21.6,43,1.4,2000,0.0,0.0,0.0,No Holiday,20,Autumn,1959
07/09/2018,20.6,48,2.1,2000,0.0,0.0,0.0,No Holiday,21,Autumn,1915
07/09/2018,19.8,51,1.2,2000,0.0,0.0,0.0,No Holiday,22,Autumn,1796
07/09/2018,19.4,50,2.8,2000,0.0,0.0,0.0,No Holiday,23,Autumn,1363
08/09/2018,19.2,53,3.7,2000,0.0,0.0,0.0,No Holiday,0,Autumn,1107
08/09/2018,18.9,55,2.3,2000,0.0,0.0,0.0,No Holiday,1,Autumn,1001
08/09/2018,18.5,57,2.3,2000,0.0,0.0,0.0,No Holiday,2,Autumn,692
08/09/2018,17.8,60,0.2,2000,0.0,0.0,0.0,No Holiday,3,Autumn,504
08/09/2018,17.2,66,0.6,2000,0.0,0.0,0.0,No Holiday,4,Autumn,285
08/09/2018,16.7,70,0.8,2000,0.0,0.0,0.0,No Holiday,5,Autumn,227
08/09/2018,16.2,70,0.3,2000,0.0,0.0,0.0,No Holiday,6,Autumn,322
08/09/2018,16.0,70,1.1,2000,0.11,0.0,0.0,No Holiday,7,Autumn,511
08/09/2018,17.1,57,1.0,1979,0.76,0.0,0.0,No Holiday,8,Autumn,827
08/09/2018,19.9,51,0.6,1906,1.46,0.0,0.0,No Holiday,9,Autumn,956
08/09/2018,22.2,43,0.9,1891,2.09,0.0,0.0,No Holiday,10,Autumn,1096
08/09/2018,24.2,41,1.5,1818,2.62,0.0,0.0,No Holiday,11,Autumn,1179
08/09/2018,25.2,36,2.4,1995,2.93,0.0,0.0,No Holiday,12,Autumn,1273
08/09/2018,26.1,32,3.0,1985,3.06,0.0,0.0,No Holiday,13,Autumn,1505
08/09/2018,26.8,31,2.8,2000,2.96,0.0,0.0,No Holiday,14,Autumn,1554
08/09/2018,26.9,33,2.9,1997,2.65,0.0,0.0,No Holiday,15,Autumn,1792
08/09/2018,27.7,32,1.4,2000,2.05,0.0,0.0,No Holiday,16,Autumn,1943
08/09/2018,27.2,35,1.7,2000,1.32,0.0,0.0,No Holiday,17,Autumn,2167
08/09/2018,25.7,38,1.5,2000,0.64,0.0,0.0,No Holiday,18,Autumn,2255
08/09/2018,24.0,41,1.9,2000,0.1,0.0,0.0,No Holiday,19,Autumn,1978
08/09/2018,22.8,45,2.0,2000,0.0,0.0,0.0,No Holiday,20,Autumn,1944
08/09/2018,22.1,49,1.7,2000,0.0,0.0,0.0,No Holiday,21,Autumn,1878
08/09/2018,21.5,51,2.0,2000,0.0,0.0,0.0,No Holiday,22,Autumn,1675
08/09/2018,20.7,52,1.4,2000,0.0,0.0,0.0,No Holiday,23,Autumn,1142
09/09/2018,19.6,53,1.5,2000,0.0,0.0,0.0,No Holiday,0,Autumn,1185
09/09/2018,18.8,54,0.1,2000,0.0,0.0,0.0,No Holiday,1,Autumn,835
09/09/2018,18.1,57,0.3,2000,0.0,0.0,0.0,No Holiday,2,Autumn,589
09/09/2018,17.4,57,0.6,2000,0.0,0.0,0.0,No Holiday,3,Autumn,395
09/09/2018,17.0,59,0.0,2000,0.0,0.0,0.0,No Holiday,4,Autumn,264
09/09/2018,16.3,66,0.5,2000,0.0,0.0,0.0,No Holiday,5,Autumn,165
09/09/2018,15.8,69,0.9,2000,0.0,0.0,0.0,No Holiday,6,Autumn,255
09/09/2018,15.7,68,0.9,2000,0.05,0.0,0.0,No Holiday,7,Autumn,366
09/09/2018,17.4,56,0.8,2000,0.49,0.0,0.0,No Holiday,8,Autumn,644
09/09/2018,20.4,51,1.8,2000,1.43,0.0,0.0,No Holiday,9,Autumn,803
09/09/2018,22.9,45,1.5,2000,2.1,0.0,0.0,No Holiday,10,Autumn,928
09/09/2018,24.4,41,1.3,1982,2.61,0.0,0.0,No Holiday,11,Autumn,1051
09/09/2018,25.9,39,1.2,1950,2.89,0.0,0.0,No Holiday,12,Autumn,1220
09/09/2018,27.2,32,1.7,2000,3.12,0.0,0.0,No Holiday,13,Autumn,1432
09/09/2018,28.2,29,2.0,2000,3.09,0.0,0.0,No Holiday,14,Autumn,1662
09/09/2018,28.9,27,1.8,2000,2.9,0.0,0.0,No Holiday,15,Autumn,1877
09/09/2018,27.1,35,0.9,2000,1.27,0.0,0.0,No Holiday,16,Autumn,2099
09/09/2018,27.7,33,1.1,2000,1.21,0.0,0.0,No Holiday,17,Autumn,2201
09/09/2018,26.0,35,0.3,2000,0.2,0.0,0.0,No Holiday,18,Autumn,2368
09/09/2018,24.1,56,2.5,2000,0.04,0.0,0.0,No Holiday,19,Autumn,2033
09/09/2018,22.9,58,2.6,2000,0.0,0.0,0.0,No Holiday,20,Autumn,1930
09/09/2018,22.2,57,1.2,2000,0.0,0.0,0.0,No Holiday,21,Autumn,1820
09/09/2018,21.8,54,1.6,2000,0.0,0.0,0.0,No Holiday,22,Autumn,1291
09/09/2018,21.2,56,2.5,2000,0.0,0.0,0.0,No Holiday,23,Autumn,941
10/09/2018,20.7,57,1.8,2000,0.0,0.0,0.0,No Holiday,0,Autumn,792
10/09/2018,20.5,58,1.7,2000,0.0,0.0,0.0,No Holiday,1,Autumn,487
10/09/2018,20.0,59,1.5,2000,0.0,0.0,0.0,No Holiday,2,Autumn,332
10/09/2018,19.7,60,1.9,2000,0.0,0.0,0.0,No Holiday,3,Autumn,176
10/09/2018,19.4,61,1.6,2000,0.0,0.0,0.0,No Holiday,4,Autumn,188
10/09/2018,19.1,62,1.6,2000,0.0,0.0,0.0,No Holiday,5,Autumn,226
10/09/2018,18.7,64,0.9,2000,0.0,0.0,0.0,No Holiday,6,Autumn,691
10/09/2018,18.9,63,1.8,2000,0.09,0.0,0.0,No Holiday,7,Autumn,1463
10/09/2018,20.1,57,1.6,2000,0.73,0.0,0.0,No Holiday,8,Autumn,2278
10/09/2018,22.3,52,1.9,2000,1.43,0.0,0.0,No Holiday,9,Autumn,1125
10/09/2018,24.0,47,1.6,1996,2.08,0.0,0.0,No Holiday,10,Autumn,862
10/09/2018,25.3,44,1.2,1948,2.59,0.0,0.0,No Holiday,11,Autumn,934
10/09/2018,26.7,40,1.4,2000,2.92,0.0,0.0,No Holiday,12,Autumn,1095
10/09/2018,27.1,38,1.7,2000,2.56,0.0,0.0,No Holiday,13,Autumn,1057
10/09/2018,27.8,37,1.4,1983,2.67,0.0,0.0,No Holiday,14,Autumn,1064
